,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
26925,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,tt0047209,en,Man in the Attic,"London, 1888: on the night of the third Jack the Ripper killing, soft-spoken Mr. Slade, a research pathologist, takes lodgings with the Harleys, including a gloomy attic room for ""experiments."" Mrs. Harley finds Slade odd and increasingly suspects the worst; her niece Lily (star of a decidedly Parisian stage revue) finds him interesting and increasingly attractive. Is Lily in danger, or are her mother's suspicions merely a red herring?",0.808202,/kTMpCivo3YD6yeCsBH3jGH7okee.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Leonard Goldstein', 'id': 13501}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23/12/1953,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Life...The Loves...The Crimes of Jack the Ripper!,Man in the Attic,FALSE,4.9,7
9868,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",,tt0118641,en,The Arrow,"This series tells the story of the world's fastest fighter plane ever built, in 1950's Canada, and how the project was dropped due to political pressure from the United States.",0.573198,/ifUbKmM2gPnoSkvQUxz8j5LiTwj.jpg,"[{'name': 'The Film Works', 'id': 11065}, {'name': 'Manitoba Film & Sound Development Corporation', 'id': 11634}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",12/1/1997,0,180,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The right stuff. The wrong time.,The Arrow,FALSE,4.7,3
32172,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.tokyo-tower.jp/,tt0475760,ja,東京タワー Tokyo Tower,"Toru Kojima and his friend Koji are young student boys with one thing in common - they both love to date older women. Koji is a playboy with several women, young and older, whereas Toru is a romantic with his heart set on on certain lady.",0.863877,/cJ5KwTeWYIqfYJulRUrafxJS6jb.jpg,"[{'name': 'Toho', 'id': 5897}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",15/1/2005,0,125,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Tokyo Tower,FALSE,5.6,4
37504,"[{'id': 18, 'name': 'Drama'}]",,tt2262161,en,Sunset Song,The daughter of a Scottish farmer comes of age in the early 1900s.,2.710586,/a3np8FPzZwjSEfyMJcFJkzDnuMF.jpg,"[{'name': 'Iris productions', 'id': 6938}, {'name': 'Hurricane Films', 'id': 43274}, {'name': 'SellOutPictures', 'id': 75882}]","[{'iso_3166_1': 'LU', 'name': 'Luxembourg'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",4/12/2015,0,135,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sunset Song,FALSE,6.5,37
25209,"[{'id': 99, 'name': 'Documentary'}]",http://www.showrunnersthemovie.com/,tt1942971,en,Showrunners: The Art of Running a TV Show,"“Showrunners” is the first ever feature length documentary film to explore the fascinating world of US television showrunners and the creative forces aligned around them. These are the people responsible for creating, writing and overseeing every element of production on one of the United State’s biggest exports – television drama and comedy series.  Often described as the most complex job in the entertainment business, a showrunner is the chief writer / producer on a TV series and, in most instances, the show’s creator. Battling daily between art and commerce, showrunners manage every aspect of a TV show’s development and production: creative, financial and logistical.",2.792369,/t5Jn34R3ajSjmQi6sG4OqvYs4j0.jpg,"[{'name': 'Black Sheep Films', 'id': 52780}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",17/10/2014,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Their Vision Is Television,Showrunners: The Art of Running a TV Show,FALSE,6.2,29
40055,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,tt5071886,ta,கபாலி,"Kabali is a 2016 Indian Tamil-language gangster-drama film written and directed by Pa. Ranjith and produced by Kalaipuli S. Thanu.] The film revolves around the gang war between Kabaleeswaran (played by Rajinikanth) and Tony Lee (portrayed by Winston Chao). Radhika Apte, Dhansika, Dinesh Ravi, Kalaiyarasan, and John Vijay also star in pivotal roles.",2.017961,/ePHlptlWL3n47sTazsUk1YC94B0.jpg,"[{'name': 'V. Creations', 'id': 9044}]","[{'iso_3166_1': 'MY', 'name': 'Malaysia'}, {'iso_3166_1': 'IN', 'name': 'India'}]",22/7/2016,74000000,150,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'ta', 'name': 'தமிழ்'}, {'iso_639_1': 'te', 'name': 'తెలుగు'}]",Released,,Kabali,FALSE,5.9,21
22941,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,tt2281159,en,Contracted,A young girl contracts what she thinks is a sexually-transmitted disease - but is actually something much worse.,7.220003,/dNzgdkb9TA4k5me9ZIMXSb2piMj.jpg,"[{'name': 'BoulderLight Pictures', 'id': 18609}, {'name': 'Southern Fried Films', 'id': 18610}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/7/2013,0,78,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Not your average one night stand.,Contracted,FALSE,5,140
13653,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",,tt1264363,en,Knights of Bloodsteel,"The adventure is set in the sorcerous land of Mirabilis, where a populace of elves, goblins, dwarves and humans hanker for the mystical element Bloodsteel; an ore with magical ability-giving properties. When a ruthless band of soldiers led by the wicked Dragon-Eye go seeking the powerful ore, a sorcerer elf Tesselink is given the task of finding its source - the legendary Crucible.",2.327569,/nmzQMrKoYh66wwc0qGzzjo4K4T8.jpg,"[{'name': 'Reunion Pictures', 'id': 3039}, {'name': 'Dragonsteel Films', 'id': 14627}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/9/2009,0,177,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Knights of Bloodsteel,FALSE,4.6,5
18256,"[{'id': 18, 'name': 'Drama'}]",,tt0485241,fr,"Je vais bien, ne t'en fais pas","A 19-year-old searches for her twin brother after he runs away from home, following a fight with their father.",6.189495,/bQGNAkUez9KnzSjiy9LNp93v9rb.jpg,"[{'name': 'Fin Août Productions', 'id': 942}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",6/9/2006,0,96,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Don't Worry, I'm Fine",FALSE,7.3,168
4336,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0094606,en,The Accidental Tourist,"After the death of his son, Macon Leary, a travel writer, seems to be sleep walking through life. Macon's wife, seems to be having trouble too, and thinks it would be best if the two would just split up. After the break up, Macon meets a strange outgoing woman, who seems to bring him back down to earth. After starting a relationship with the outgoing woman, Macon's wife seems to think that their marriage is still worth a try. Macon is then forced to deal many decisions",4.771107,/dyk2BqPajLRBpVQ6jsSJJdgfuXe.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23/12/1988,0,121,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Accidental Tourist,FALSE,5.9,55
28622,"[{'id': 99, 'name': 'Documentary'}]",,tt3172520,en,Sacro GRA,"After the India of Varanasi’s boatmen, the American desert of the dropouts, and the Mexico of the killers of drugtrade, Gianfranco Rosi has decided to tell the tale of a part of his own country, roaming and filming for over two years in a minivan on Rome’s giant ring road—the Grande Raccordo Anulare, or GRA—to discover the invisible worlds and possible futures harbored in this area of constant turmoil. Elusive characters and fleeting apparitions emerge from the background of the winding zone: a nobleman from the Piemonte region and his college student daughter sharing a one-room efficiency in a modern apartment building along the GRA.",1.107321,/mDqwqIwuCcJm7QbK70THtfuKHqH.jpg,"[{'name': 'Rai Cinema', 'id': 2683}, {'name': 'La Femme Endormie', 'id': 12489}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",19/9/2013,0,93,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Tales from Rome's Ring Road,Sacro GRA,FALSE,5.7,17
9789,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",,tt0120626,pt,Capitães de Abril,Story of the 1974 coup that overthrew the right-wing Portuguese dictatorship--which continued the fascist policies of long-time dictator Antonio Salazar--and of two young army captains who were involved in it.,0.929182,/4sqhxpAChYBOhpUVA2Uk9RmXpcZ.jpg,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Alia Films', 'id': 1244}, {'name': 'Instituto Português da Arte Cinematográfica e Audiovisual (IPACA)', 'id': 8491}]","[{'iso_3166_1': 'PT', 'name': 'Portugal'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",21/4/2000,0,123,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Captains of April,FALSE,6.5,18
33111,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,tt0168473,en,Babes in Toyland,Everyone's favorite nursery rhyme characters come magically and musically to life in this animated adventure based on the classic holiday tale.,0.197168,/3woARj5DrCFHG4NXPUAFeMSg8nG.jpg,[],[],1/1/1997,0,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Rumored,,Babes in Toyland,FALSE,4.8,5
2760,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,tt0111419,en,Thumbelina,The tiny girl meets a fairy prince who saves her from the creatures of the woods.,13.856199,/v74V6CEe4XlUVJI89Z1paMK9CVr.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Don Bluth Productions', 'id': 90512}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",30/3/1994,11373501,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Follow your heart and nothing is impossible.,Thumbelina,FALSE,6.1,117
24347,"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,tt0041238,en,Challenge to Lassie,"When Lassie's master dies, an old friend tries to convince a judge that the dog's life should be spared.",1.017714,/9lp9laSWoHV3j93D0UVG6DSQ22m.jpg,"[{'name': ""Loew's"", 'id': 1460}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/1949,0,76,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wanted by the Law,Challenge to Lassie,FALSE,4,4
11512,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,tt0382271,es,Rosario Tijeras,"Rosario Tijeras has been abused by men all her life, initially by her stepfather. Years later, she works as a paid assassin, seducing men and killing them when they least expect it. She meets Emilio, a wealthy womanizer, and his best friend, Antonio, at a nightclub, and starts an affair with Emilio despite Antonio's growing feelings for her. But circumstances bring her closer to Antonio, until her past catches up with her in a devastating way.",1.909852,/dB6dgzivgCvnOsCmWJuhLfq0rBv.jpg,"[{'name': 'Ibermedia', 'id': 302}, {'name': 'Moonshot Pictures', 'id': 4290}, {'name': 'Rio Negro', 'id': 10630}, {'name': 'Fondo de Inversión y Estímulos al Cine (FIDECINE)', 'id': 15878}, {'name': 'Maestranza Films', 'id': 36920}, {'name': 'Dulce Compania', 'id': 77305}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}, {'iso_3166_1': 'CO', 'name': 'Colombia'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",12/8/2005,0,126,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Rosario Tijeras,FALSE,6.1,14
19013,"[{'id': 35, 'name': 'Comedy'}]",http://www.wanderlust-movie.com/Wanderlust/home.html,tt1655460,en,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",9.295078,/6dbzcnxU49xtvLrqsxqODJqRN9S.jpg,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}, {'name': 'A Hot Dog', 'id': 41962}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23/2/2012,24159934,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Leave your baggage behind,Wanderlust,FALSE,5.3,402
32386,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,tt1646876,en,16 Wishes,"The story about Abby Jensen, a girl who's been eager to reach her 16th birthday and has kept a secret wish list since she was a little girl. When the Big Day actually arrives, utter disaster strikes, leaving Abby to think her birthday is ruined. But when a mysterious box of magical birthday candles arrives to turn things around, Abby's 16 Wishes start to come true. Her day gets better and better...until she makes one wish that threatens to change everything.",4.869925,/7EmxxTry7JAqFogSl0TNWLyMrx2.jpg,"[{'name': 'Disney Channel', 'id': 3213}, {'name': 'Marvista Entertainment', 'id': 6679}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",25/6/2010,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Everyone's sweet 16 is special, Abby's is magical.",16 Wishes,FALSE,5.5,283
42558,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",http://www.hidamari-movie.com,tt2569772,ja,陽だまりの彼女,"A new salesman named Kosuke Okuda happens to meet Mao Watarai, a friend from his middle school days. Back then, Mao was called stupid and bullied, but now she is an attractive woman. Kosuke and Mao fall in love and decide to marry, but Mao has a secret…",1.941682,/cFroxzJpIlsGkityv31ZMH2LIJA.jpg,"[{'name': 'Asmik Ace Entertainment', 'id': 3033}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",11/10/2013,0,128,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Girl in the Sunny Place,FALSE,6.5,5
6507,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,tt0051381,en,Attack of the Puppet People,A deranged scientist creates a ray that can shrink people down to doll size.,0.475441,/rZ8T8fUgBaLjXIkyMdEiBEhzo35.jpg,"[{'name': 'Alta Vista Productions', 'id': 4820}, {'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/4/1958,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Terror Comes In Small Packages!,Attack of the Puppet People,FALSE,4.8,12
36666,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,tt0205070,en,The Fool of the World and the Flying Ship,"Based on a Russian folk tale. A proclamation went out through all the land that whosoever could build a flying ship would win the hand of the Tsar's daughter. The youngest son of a simple peasant shows up to claim her, and the dumbfounded Tsar quickly has second thoughts, setting several 'impossible"" tasks for 'The Fool of the World' and his remarkable friends.",0.001393,/z3XdHYx2Q8GztzbvJqpyZLS0i40.jpg,"[{'name': 'Cosgrove Hall Films', 'id': 8180}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",28/9/1990,0,54,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Fool of the World and the Flying Ship,FALSE,6.7,5
26267,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",,tt0409962,en,Sex and Consequences,"When 18-year-old Sam begins a no-strings-attached summer fling with uninhibited older woman Mary, it seems like the perfect relationship. But after Mary begins using him to make her uptight police officer husband John jealous, he becomes an unwilling pawn in a dangerous emotional game. Can Sam avoid John's wrath, or will he pay the ultimate price for giving in to his carnal desires?",2.950323,/sbAqaOK74VlVeYQkrreSvKC10QX.jpg,"[{'name': 'Barnesology Pictures', 'id': 25560}, {'name': 'Green Valley Entertainment', 'id': 25561}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2006,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sex and Consequences,FALSE,5.3,3
